Handle,Title,Body (HTML),Vendor,Product Category,Type,Tag,Published,Option1 Name,Option1 Value,Option 2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Include / Japan,Include / International,Price / International,Compare At Price / International,Status
boxer-calvin-klein-underwear-3-pack-trunks-nero | U2664G,Boxer Calvin Klein Underwear 3 PACK TRUNKS Nero,"<p><strong>Modello: </strong>3 PACK TRUNKS</p><p><strong>Codice Articolo Calvin Klein Underwear: </strong>U2664G</p><p><strong>Composizione:</strong> 95% cotone, 5% elastan</p>",Calvin Klein,,Boxer Uomo,male,False,Size,52,Color,Nero,U2664G-Nero,0,shopify,1,deny,manual,"€44,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/boxer-calvin-klein-underwear-nero-3-boxer-trunks-classic-u2664g-1.jpeg,1,boxer-calvin-klein-underwear-3-pack-trunks-nero,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
boxer-calvin-klein-underwear-3-pack-trunks-nero | U2664G,,,,,,,,,46,,Nero,,0,,1,deny,manual,"€44,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/boxer-calvin-klein-underwear-nero-3-boxer-trunks-classic-u2664g-2-1000x773.jpeg,2,boxer-calvin-klein-underwear-3-pack-trunks-nero,,,,,,,,,,,,,,,,,,,,,,,
boxer-calvin-klein-underwear-3-pack-trunks-nero | U2664G,,,,,,,,,50,,Nero,,0,,1,deny,manual,"€44,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/boxer-calvin-klein-underwear-nero-3-boxer-trunks-classic-u2664g-3.jpeg,3,boxer-calvin-klein-underwear-3-pack-trunks-nero,,,,,,,,,,,,,,,,,,,,,,,
boxer-calvin-klein-underwear-3-pack-trunks-nero | U2664G,,,,,,,,,48,,Nero,,0,,1,deny,manual,"€44,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/boxer-calvin-klein-underwear-nero-3-boxer-trunks-classic-u2664g-4.jpeg,4,boxer-calvin-klein-underwear-3-pack-trunks-nero,,,,,,,,,,,,,,,,,,,,,,,
boxer-calvin-klein-underwear-3-pack-trunks-nero | U2664G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/boxer-calvin-klein-underwear-nero-3-boxer-trunks-classic-u2664g-1-150x150.jpeg,5,boxer-calvin-klein-underwear-3-pack-trunks-nero,,,,,,,,,,,,,,,,,,,,,,,
boxer-calvin-klein-underwear-3-pack-trunks-nero | U2664G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/boxer-calvin-klein-underwear-nero-3-boxer-trunks-classic-u2664g-2-150x150.jpeg,6,boxer-calvin-klein-underwear-3-pack-trunks-nero,,,,,,,,,,,,,,,,,,,,,,,
boxer-calvin-klein-underwear-3-pack-trunks-nero | U2664G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/boxer-calvin-klein-underwear-nero-3-boxer-trunks-classic-u2664g-3-150x150.jpeg,7,boxer-calvin-klein-underwear-3-pack-trunks-nero,,,,,,,,,,,,,,,,,,,,,,,
boxer-calvin-klein-underwear-3-pack-trunks-nero | U2664G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/boxer-calvin-klein-underwear-nero-3-boxer-trunks-classic-u2664g-4-150x150.jpeg,8,boxer-calvin-klein-underwear-3-pack-trunks-nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZTPA ZJH4Z,T-shirt Armani Exchange  Bianco,<p><strong>Modello: </strong></p><p><strong>Codice Articolo Armani Exchange: </strong>8NZTPA ZJH4Z</p><p><strong>Composizione:</strong> 100% Cotone</p>,Armani Exchange,,Completo corto tuta Uomo,male,False,Size,46,Color,Bianco,8NZTPA ZJH4Z-Bianco,0,shopify,1,deny,manual,"€95,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-logo-ax-8nztpa-zjh4z-1640862743-1-1000x1251.jpeg,1,t-shirt-armani-exchange--bianco,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
t-shirt-armani-exchange--bianco | 8NZTPA ZJH4Z,,,,,,,,,54,,Bianco,,0,,1,deny,manual,"€95,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-logo-ax-8nztpa-zjh4z-1640862743-2-1000x1250.jpeg,2,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZTPA ZJH4Z,,,,,,,,,52,,Bianco,,0,,1,deny,manual,"€95,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-logo-ax-8nztpa-zjh4z-1640862778-3-1000x1249.jpeg,3,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZTPA ZJH4Z,,,,,,,,,44,,Bianco,,0,,1,deny,manual,"€95,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-logo-ax-8nztpa-zjh4z-1640862785-4-1000x1250.jpeg,4,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZTPA ZJH4Z,,,,,,,,,48,,Bianco,,0,,1,deny,manual,"€95,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-logo-ax-8nztpa-zjh4z-1640862743-1-150x150.jpeg,5,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZTPA ZJH4Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-logo-ax-8nztpa-zjh4z-1640862743-2-150x150.jpeg,6,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZTPA ZJH4Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-logo-ax-8nztpa-zjh4z-1640862778-3-150x150.jpeg,7,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZTPA ZJH4Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-logo-ax-8nztpa-zjh4z-1640862785-4-150x150.jpeg,8,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero | 16052660,Gilet da completo Selected MYLOLOGAN BLACK WAISTCOAT B NOOS Nero,"<p><strong>Modello: </strong>MYLOLOGAN BLACK WAISTCOAT B NOOS</p><p><strong>Codice Articolo Selected: </strong>16052660</p><p><strong>Composizione:</strong> 65% Polyester, 33% Viscose, 2% Elastane</p>",Selected,,Gilet da completo Uomo,male,False,Size,46,Color,Nero,16052660-Nero,0,shopify,1,deny,manual,"€59,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/gilet-da-completo-selected-nero-slim-mylologan-black-waistcoat-b-noos-16052660-1641388045-1-1000x1250.jpeg,1,gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero | 16052660,,,,,,,,,54,,Nero,,0,,1,deny,manual,"€59,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/gilet-da-completo-selected-nero-slim-mylologan-black-waistcoat-b-noos-16052660-1641388045-2-1000x1250.jpeg,2,gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero | 16052660,,,,,,,,,56,,Nero,,0,,1,deny,manual,"€59,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/gilet-da-completo-selected-nero-slim-mylologan-black-waistcoat-b-noos-16052660-1641388045-3.jpeg,3,gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero | 16052660,,,,,,,,,52,,Nero,,0,,1,deny,manual,"€59,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/gilet-da-completo-selected-nero-slim-mylologan-black-waistcoat-b-noos-16052660-1641388045-4.jpeg,4,gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero | 16052660,,,,,,,,,44,,Nero,,0,,1,deny,manual,"€59,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/gilet-da-completo-selected-nero-slim-mylologan-black-waistcoat-b-noos-16052660-1641388049-5-1000x1250.jpeg,5,gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero | 16052660,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/gilet-da-completo-selected-nero-slim-mylologan-black-waistcoat-b-noos-16052660-1641388045-1-150x150.jpeg,6,gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero | 16052660,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/gilet-da-completo-selected-nero-slim-mylologan-black-waistcoat-b-noos-16052660-1641388045-2-150x150.jpeg,7,gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero | 16052660,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/gilet-da-completo-selected-nero-slim-mylologan-black-waistcoat-b-noos-16052660-1641388045-3-150x150.jpeg,8,gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero | 16052660,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/gilet-da-completo-selected-nero-slim-mylologan-black-waistcoat-b-noos-16052660-1641388045-4-150x150.jpeg,9,gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero | 16052660,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/gilet-da-completo-selected-nero-slim-mylologan-black-waistcoat-b-noos-16052660-1641388049-5-150x150.jpeg,10,gilet-da-completo-selected-mylologan-black-waistcoat-b-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZTCD Z8H4Z,T-shirt Armani Exchange  Bianco,<p><strong>Modello: </strong></p><p><strong>Codice Articolo Armani Exchange: </strong>8NZTCD Z8H4Z</p><p><strong>Composizione:</strong> 100%  Cotone</p>,Armani Exchange,,T-shirt maniche corte Uomo,male,False,Size,46,Color,Bianco,8NZTCD Z8H4Z-Bianco,0,shopify,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-t-shirt-8nztcd-z8h4z-1640863255-1-1000x1250.jpeg,1,t-shirt-armani-exchange--bianco,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
t-shirt-armani-exchange--bianco | 8NZTCD Z8H4Z,,,,,,,,,54,,Bianco,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-t-shirt-8nztcd-z8h4z-1640863255-2-1000x1250.jpeg,2,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZTCD Z8H4Z,,,,,,,,,52,,Bianco,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-t-shirt-8nztcd-z8h4z-1640863283-3.jpeg,3,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZTCD Z8H4Z,,,,,,,,,44,,Bianco,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-t-shirt-8nztcd-z8h4z-1640863255-1-150x150.jpeg,4,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZTCD Z8H4Z,,,,,,,,,48,,Bianco,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-t-shirt-8nztcd-z8h4z-1640863255-2-150x150.jpeg,5,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZTCD Z8H4Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-t-shirt-8nztcd-z8h4z-1640863283-3-150x150.jpeg,6,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-armani-exchange--nero | 8NZCBD ZN10Z,Camicia manica lunga Armani Exchange  Nero,"<p><strong>Modello: </strong></p><p><strong>Codice Articolo Armani Exchange: </strong>8NZCBD ZN10Z</p><p><strong>Composizione:</strong> 97% Cotone, 3% Elastane</p>",Armani Exchange,,Camicia maniche lunghe Uomo,male,False,Size,46,Color,Nero,8NZCBD ZN10Z-Nero,0,shopify,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-armani-exchange-nero-woven-slim-fit-8nzcbd-zn10z-1641389266-1.jpeg,1,camicia-manica-lunga-armani-exchange--nero,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
camicia-manica-lunga-armani-exchange--nero | 8NZCBD ZN10Z,,,,,,,,,54,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-armani-exchange-nero-woven-slim-fit-8nzcbd-zn10z-1641389266-2.jpeg,2,camicia-manica-lunga-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-armani-exchange--nero | 8NZCBD ZN10Z,,,,,,,,,52,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-armani-exchange-nero-woven-slim-fit-8nzcbd-zn10z-1641389266-3.jpeg,3,camicia-manica-lunga-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-armani-exchange--nero | 8NZCBD ZN10Z,,,,,,,,,48,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-armani-exchange-nero-woven-slim-fit-8nzcbd-zn10z-1641389266-4-1000x1250.jpeg,4,camicia-manica-lunga-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-armani-exchange--nero | 8NZCBD ZN10Z,,,,,,,,,50,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-armani-exchange-nero-woven-slim-fit-8nzcbd-zn10z-1641389266-1-150x150.jpeg,5,camicia-manica-lunga-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-armani-exchange--nero | 8NZCBD ZN10Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-armani-exchange-nero-woven-slim-fit-8nzcbd-zn10z-1641389266-2-150x150.jpeg,6,camicia-manica-lunga-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-armani-exchange--nero | 8NZCBD ZN10Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-armani-exchange-nero-woven-slim-fit-8nzcbd-zn10z-1641389266-3-150x150.jpeg,7,camicia-manica-lunga-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-armani-exchange--nero | 8NZCBD ZN10Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-armani-exchange-nero-woven-slim-fit-8nzcbd-zn10z-1641389266-4-150x150.jpeg,8,camicia-manica-lunga-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTCD Z8H4Z,T-shirt Armani Exchange  Nero,<p><strong>Modello: </strong></p><p><strong>Codice Articolo Armani Exchange: </strong>8NZTCD Z8H4Z</p><p><strong>Composizione:</strong> 100%  Cotone</p>,Armani Exchange,,T-shirt maniche corte Uomo,male,False,Size,46,Color,Nero,8NZTCD Z8H4Z-Nero,0,shopify,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-t-shirt-8nztcd-z8h4z-1640863273-1-1000x1250.jpeg,1,t-shirt-armani-exchange--nero,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
t-shirt-armani-exchange--nero | 8NZTCD Z8H4Z,,,,,,,,,54,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-t-shirt-8nztcd-z8h4z-1640863273-2-1000x1250.jpeg,2,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTCD Z8H4Z,,,,,,,,,52,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-t-shirt-8nztcd-z8h4z-1640863273-3-1000x1250.jpeg,3,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTCD Z8H4Z,,,,,,,,,44,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-t-shirt-8nztcd-z8h4z-1640863288-4.jpeg,4,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTCD Z8H4Z,,,,,,,,,48,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-t-shirt-8nztcd-z8h4z-1640863273-1-150x150.jpeg,5,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTCD Z8H4Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-t-shirt-8nztcd-z8h4z-1640863273-2-150x150.jpeg,6,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTCD Z8H4Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-t-shirt-8nztcd-z8h4z-1640863273-3-150x150.jpeg,7,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTCD Z8H4Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-t-shirt-8nztcd-z8h4z-1640863288-4-150x150.jpeg,8,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
giacchetto-only-&-sons-onsal-pu-noos-otw-nero | 22011975,Giacchetto Only & Sons ONSAL PU NOOS OTW Nero,<p><strong>Modello: </strong>ONSAL PU NOOS OTW</p><p><strong>Codice Articolo Only &amp; Sons: </strong>22011975</p><p><strong>Composizione:</strong> Ecopelle</p>,Only & Sons,,Giacchetti Uomo,male,False,Size,46,Color,Nero,22011975-Nero,0,shopify,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/giacchetti-only-sons-nero-al-pu-noos-otw-jacket-22011975-1641393663-1-1000x1250.jpeg,1,giacchetto-only-&-sons-onsal-pu-noos-otw-nero,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
giacchetto-only-&-sons-onsal-pu-noos-otw-nero | 22011975,,,,,,,,,54,,Nero,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/giacchetti-only-sons-nero-al-pu-noos-otw-jacket-22011975-1641393663-2-1000x1250.jpeg,2,giacchetto-only-&-sons-onsal-pu-noos-otw-nero,,,,,,,,,,,,,,,,,,,,,,,
giacchetto-only-&-sons-onsal-pu-noos-otw-nero | 22011975,,,,,,,,,52,,Nero,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/giacchetti-only-sons-nero-al-pu-noos-otw-jacket-22011975-1641393663-3-1000x1333.jpeg,3,giacchetto-only-&-sons-onsal-pu-noos-otw-nero,,,,,,,,,,,,,,,,,,,,,,,
giacchetto-only-&-sons-onsal-pu-noos-otw-nero | 22011975,,,,,,,,,44,,Nero,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/giacchetti-only-sons-nero-al-pu-noos-otw-jacket-22011975-1641393670-4.jpeg,4,giacchetto-only-&-sons-onsal-pu-noos-otw-nero,,,,,,,,,,,,,,,,,,,,,,,
giacchetto-only-&-sons-onsal-pu-noos-otw-nero | 22011975,,,,,,,,,48,,Nero,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/giacchetti-only-sons-nero-al-pu-noos-otw-jacket-22011975-1641393670-5.jpeg,5,giacchetto-only-&-sons-onsal-pu-noos-otw-nero,,,,,,,,,,,,,,,,,,,,,,,
giacchetto-only-&-sons-onsal-pu-noos-otw-nero | 22011975,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/giacchetti-only-sons-nero-al-pu-noos-otw-jacket-22011975-1641393663-1-150x150.jpeg,6,giacchetto-only-&-sons-onsal-pu-noos-otw-nero,,,,,,,,,,,,,,,,,,,,,,,
giacchetto-only-&-sons-onsal-pu-noos-otw-nero | 22011975,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/giacchetti-only-sons-nero-al-pu-noos-otw-jacket-22011975-1641393663-2-150x150.jpeg,7,giacchetto-only-&-sons-onsal-pu-noos-otw-nero,,,,,,,,,,,,,,,,,,,,,,,
giacchetto-only-&-sons-onsal-pu-noos-otw-nero | 22011975,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/giacchetti-only-sons-nero-al-pu-noos-otw-jacket-22011975-1641393663-3-150x150.jpeg,8,giacchetto-only-&-sons-onsal-pu-noos-otw-nero,,,,,,,,,,,,,,,,,,,,,,,
giacchetto-only-&-sons-onsal-pu-noos-otw-nero | 22011975,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/giacchetti-only-sons-nero-al-pu-noos-otw-jacket-22011975-1641393670-4-150x150.jpeg,9,giacchetto-only-&-sons-onsal-pu-noos-otw-nero,,,,,,,,,,,,,,,,,,,,,,,
giacchetto-only-&-sons-onsal-pu-noos-otw-nero | 22011975,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/giacchetti-only-sons-nero-al-pu-noos-otw-jacket-22011975-1641393670-5-150x150.jpeg,10,giacchetto-only-&-sons-onsal-pu-noos-otw-nero,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-tommy-hilfiger-original-stretch-bianco | DM0DM04405,Camicia manica lunga Tommy Hilfiger ORIGINAL STRETCH Bianco,"<p><strong>Modello: </strong>ORIGINAL STRETCH</p><p><strong>Codice Articolo Tommy Hilfiger Jeans: </strong>DM0DM04405</p><p><strong>Composizione:</strong> 97% Cotone, 3% elastane</p>",Tommy Hilfiger,,Camicia maniche lunghe Uomo,male,False,Size,46,Color,Bianco,DM0DM04405-Bianco,0,shopify,1,deny,manual,"€79,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-tommy-hilfiger-jeans-bianco-original-stretch-shirt-dm0dm04405-1636464076-1-1000x1250.jpeg,1,camicia-manica-lunga-tommy-hilfiger-original-stretch-bianco,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
camicia-manica-lunga-tommy-hilfiger-original-stretch-bianco | DM0DM04405,,,,,,,,,54,,Bianco,,0,,1,deny,manual,"€79,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-tommy-hilfiger-jeans-bianco-original-stretch-shirt-dm0dm04405-1636464076-2-1000x1250.jpeg,2,camicia-manica-lunga-tommy-hilfiger-original-stretch-bianco,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-tommy-hilfiger-original-stretch-bianco | DM0DM04405,,,,,,,,,56,,Bianco,,0,,1,deny,manual,"€79,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-tommy-hilfiger-jeans-bianco-original-stretch-shirt-dm0dm04405-1636464076-3.jpeg,3,camicia-manica-lunga-tommy-hilfiger-original-stretch-bianco,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-tommy-hilfiger-original-stretch-bianco | DM0DM04405,,,,,,,,,52,,Bianco,,0,,1,deny,manual,"€79,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-tommy-hilfiger-jeans-bianco-original-stretch-shirt-dm0dm04405-1636464076-4-1000x1250.jpeg,4,camicia-manica-lunga-tommy-hilfiger-original-stretch-bianco,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-tommy-hilfiger-original-stretch-bianco | DM0DM04405,,,,,,,,,44,,Bianco,,0,,1,deny,manual,"€79,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-tommy-hilfiger-jeans-bianco-original-stretch-shirt-dm0dm04405-1636464076-1-150x150.jpeg,5,camicia-manica-lunga-tommy-hilfiger-original-stretch-bianco,,,,,,,,,,,,,,,,,,,,,,,
