Handle,Title,Body (HTML),Vendor,Product Category,Type,Tag,Published,Option1 Name,Option1 Value,Option 2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Include / Japan,Include / International,Price / International,Compare At Price / International,Status
slip-calvin-klein-underwear-3-hip-brief-rosso | U2661G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-rosso-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-1652702439-7-150x150.jpeg,7,slip-calvin-klein-underwear-3-hip-brief-rosso,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-rosso | U2661G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-rosso-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-1652702439-8-150x150.jpeg,8,slip-calvin-klein-underwear-3-hip-brief-rosso,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-rosso | U2661G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-rosso-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-3-150x150.jpeg,9,slip-calvin-klein-underwear-3-hip-brief-rosso,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-rosso | U2661G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-rosso-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-6-150x150.jpeg,10,slip-calvin-klein-underwear-3-hip-brief-rosso,,,,,,,,,,,,,,,,,,,,,,,
pantaloni-da-completo-selected-slhslim-mylologan-noos-blu | 16051395,Pantaloni da completo Selected SLHSLIM-MYLOLOGAN NOOS Blu,"<p><strong>Modello: </strong>SLHSLIM-MYLOLOGAN NOOS</p><p><strong>Codice Articolo Selected: </strong>16051395</p><p><strong>Composizione:</strong> 65% Poliestere, 33% Viscosa, 2% Elastan</p>",Selected,,Pantalone da completo Uomo,male,False,Size,46,Color,Blu,16051395-Blu,0,shopify,1,deny,manual,"€99,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/pantalone-da-completo-selected-blu-16051395-mylologan-1641385040-1-1000x1250.jpeg,1,pantaloni-da-completo-selected-slhslim-mylologan-noos-blu,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
pantaloni-da-completo-selected-slhslim-mylologan-noos-blu | 16051395,,,,,,,,,54,,Blu,,0,,1,deny,manual,"€99,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/pantalone-da-completo-selected-blu-16051395-mylologan-1641385040-2-1000x1250.jpeg,2,pantaloni-da-completo-selected-slhslim-mylologan-noos-blu,,,,,,,,,,,,,,,,,,,,,,,
pantaloni-da-completo-selected-slhslim-mylologan-noos-blu | 16051395,,,,,,,,,56,,Blu,,0,,1,deny,manual,"€99,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/pantalone-da-completo-selected-blu-16051395-mylologan-1641385050-3-1000x1250.jpeg,3,pantaloni-da-completo-selected-slhslim-mylologan-noos-blu,,,,,,,,,,,,,,,,,,,,,,,
pantaloni-da-completo-selected-slhslim-mylologan-noos-blu | 16051395,,,,,,,,,52,,Blu,,0,,1,deny,manual,"€99,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/pantalone-da-completo-selected-blu-16051395-mylologan-1641385050-4-1000x1250.jpeg,4,pantaloni-da-completo-selected-slhslim-mylologan-noos-blu,,,,,,,,,,,,,,,,,,,,,,,
pantaloni-da-completo-selected-slhslim-mylologan-noos-blu | 16051395,,,,,,,,,44,,Blu,,0,,1,deny,manual,"€99,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/pantalone-da-completo-selected-blu-16051395-mylologan-1641385040-1-150x150.jpeg,5,pantaloni-da-completo-selected-slhslim-mylologan-noos-blu,,,,,,,,,,,,,,,,,,,,,,,
pantaloni-da-completo-selected-slhslim-mylologan-noos-blu | 16051395,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/pantalone-da-completo-selected-blu-16051395-mylologan-1641385040-2-150x150.jpeg,6,pantaloni-da-completo-selected-slhslim-mylologan-noos-blu,,,,,,,,,,,,,,,,,,,,,,,
pantaloni-da-completo-selected-slhslim-mylologan-noos-blu | 16051395,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/pantalone-da-completo-selected-blu-16051395-mylologan-1641385050-3-150x150.jpeg,7,pantaloni-da-completo-selected-slhslim-mylologan-noos-blu,,,,,,,,,,,,,,,,,,,,,,,
pantaloni-da-completo-selected-slhslim-mylologan-noos-blu | 16051395,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/pantalone-da-completo-selected-blu-16051395-mylologan-1641385050-4-150x150.jpeg,8,pantaloni-da-completo-selected-slhslim-mylologan-noos-blu,,,,,,,,,,,,,,,,,,,,,,,
giacca-da-completo-selected-slhslim-mylologan-b-noos-blu | 16051230,Giacca da completo Selected SLHSLIM-MYLOLOGAN B NOOS Blu,"<p><strong>Modello: </strong>SLHSLIM-MYLOLOGAN B NOOS</p><p><strong>Codice Articolo Selected: </strong>16051230</p><p><strong>Composizione:</strong> 65% Poliestere, 33% Viscosa, 2% Elastan</p>",Selected,,Giacche da completo Uomo,male,False,Size,46,Color,Blu,16051230-Blu,0,shopify,1,deny,manual,"€59,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/giacche-da-completo-selected-blu-16051230-mylologan-1641387637-1-1000x1250.jpeg,1,giacca-da-completo-selected-slhslim-mylologan-b-noos-blu,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
giacca-da-completo-selected-slhslim-mylologan-b-noos-blu | 16051230,,,,,,,,,54,,Blu,,0,,1,deny,manual,"€59,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/giacche-da-completo-selected-blu-16051230-mylologan-1641387637-2-1000x1250.jpeg,2,giacca-da-completo-selected-slhslim-mylologan-b-noos-blu,,,,,,,,,,,,,,,,,,,,,,,
giacca-da-completo-selected-slhslim-mylologan-b-noos-blu | 16051230,,,,,,,,,56,,Blu,,0,,1,deny,manual,"€59,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/giacche-da-completo-selected-blu-16051230-mylologan-1641387642-3-1000x1250.jpeg,3,giacca-da-completo-selected-slhslim-mylologan-b-noos-blu,,,,,,,,,,,,,,,,,,,,,,,
giacca-da-completo-selected-slhslim-mylologan-b-noos-blu | 16051230,,,,,,,,,52,,Blu,,0,,1,deny,manual,"€59,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/giacche-da-completo-selected-blu-16051230-mylologan-1641387642-4.jpeg,4,giacca-da-completo-selected-slhslim-mylologan-b-noos-blu,,,,,,,,,,,,,,,,,,,,,,,
giacca-da-completo-selected-slhslim-mylologan-b-noos-blu | 16051230,,,,,,,,,44,,Blu,,0,,1,deny,manual,"€59,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/giacche-da-completo-selected-blu-16051230-mylologan-1641387642-5-1000x1250.jpeg,5,giacca-da-completo-selected-slhslim-mylologan-b-noos-blu,,,,,,,,,,,,,,,,,,,,,,,
giacca-da-completo-selected-slhslim-mylologan-b-noos-blu | 16051230,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/giacche-da-completo-selected-blu-16051230-mylologan-1641387637-1-150x150.jpeg,6,giacca-da-completo-selected-slhslim-mylologan-b-noos-blu,,,,,,,,,,,,,,,,,,,,,,,
giacca-da-completo-selected-slhslim-mylologan-b-noos-blu | 16051230,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/giacche-da-completo-selected-blu-16051230-mylologan-1641387637-2-150x150.jpeg,7,giacca-da-completo-selected-slhslim-mylologan-b-noos-blu,,,,,,,,,,,,,,,,,,,,,,,
giacca-da-completo-selected-slhslim-mylologan-b-noos-blu | 16051230,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/giacche-da-completo-selected-blu-16051230-mylologan-1641387642-3-150x150.jpeg,8,giacca-da-completo-selected-slhslim-mylologan-b-noos-blu,,,,,,,,,,,,,,,,,,,,,,,
giacca-da-completo-selected-slhslim-mylologan-b-noos-blu | 16051230,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/giacche-da-completo-selected-blu-16051230-mylologan-1641387642-4-150x150.jpeg,9,giacca-da-completo-selected-slhslim-mylologan-b-noos-blu,,,,,,,,,,,,,,,,,,,,,,,
giacca-da-completo-selected-slhslim-mylologan-b-noos-blu | 16051230,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/giacche-da-completo-selected-blu-16051230-mylologan-1641387642-5-150x150.jpeg,10,giacca-da-completo-selected-slhslim-mylologan-b-noos-blu,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-grigio | U2661G,Slip Calvin Klein Underwear 3 Hip Brief Grigio,<p><strong>Modello: </strong>3 Hip Brief</p><p><strong>Codice Articolo Calvin Klein Underwear: </strong>U2661G</p><p><strong>Composizione:</strong> 95% COTTON – 5% STRETCH</p>,Calvin Klein,,Slip Uomo,male,False,Size,52,Color,Grigio,U2661G-Grigio,0,shopify,1,deny,manual,"€44,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-grigio-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-1.jpeg,1,slip-calvin-klein-underwear-3-hip-brief-grigio,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
slip-calvin-klein-underwear-3-hip-brief-grigio | U2661G,,,,,,,,,46,,Grigio,,0,,1,deny,manual,"€44,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-grigio-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-2-1000x731.jpeg,2,slip-calvin-klein-underwear-3-hip-brief-grigio,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-grigio | U2661G,,,,,,,,,50,,Grigio,,0,,1,deny,manual,"€44,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-grigio-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-3.jpeg,3,slip-calvin-klein-underwear-3-hip-brief-grigio,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-grigio | U2661G,,,,,,,,,48,,Grigio,,0,,1,deny,manual,"€44,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-grigio-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-4.jpeg,4,slip-calvin-klein-underwear-3-hip-brief-grigio,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-grigio | U2661G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-grigio-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-5.jpeg,5,slip-calvin-klein-underwear-3-hip-brief-grigio,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-grigio | U2661G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-grigio-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-1-150x150.jpeg,6,slip-calvin-klein-underwear-3-hip-brief-grigio,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-grigio | U2661G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-grigio-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-2-150x150.jpeg,7,slip-calvin-klein-underwear-3-hip-brief-grigio,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-grigio | U2661G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-grigio-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-3-150x150.jpeg,8,slip-calvin-klein-underwear-3-hip-brief-grigio,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-grigio | U2661G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-grigio-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-4-150x150.jpeg,9,slip-calvin-klein-underwear-3-hip-brief-grigio,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-grigio | U2661G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-grigio-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-5-150x150.jpeg,10,slip-calvin-klein-underwear-3-hip-brief-grigio,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-azzurro | U2661G,Slip Calvin Klein Underwear 3 Hip Brief Azzurro,<p><strong>Modello: </strong>3 Hip Brief</p><p><strong>Codice Articolo Calvin Klein Underwear: </strong>U2661G</p><p><strong>Composizione:</strong> 95% COTTON – 5% STRETCH</p>,Calvin Klein,,Slip Uomo,male,False,Size,52,Color,Azzurro,U2661G-Azzurro,0,shopify,1,deny,manual,"€44,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-azzurro-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-1.jpeg,1,slip-calvin-klein-underwear-3-hip-brief-azzurro,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
slip-calvin-klein-underwear-3-hip-brief-azzurro | U2661G,,,,,,,,,46,,Azzurro,,0,,1,deny,manual,"€44,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-azzurro-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-2-1000x726.jpeg,2,slip-calvin-klein-underwear-3-hip-brief-azzurro,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-azzurro | U2661G,,,,,,,,,50,,Azzurro,,0,,1,deny,manual,"€44,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-azzurro-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-3.jpeg,3,slip-calvin-klein-underwear-3-hip-brief-azzurro,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-azzurro | U2661G,,,,,,,,,48,,Azzurro,,0,,1,deny,manual,"€44,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-azzurro-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-4.jpeg,4,slip-calvin-klein-underwear-3-hip-brief-azzurro,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-azzurro | U2661G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-azzurro-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-5.jpeg,5,slip-calvin-klein-underwear-3-hip-brief-azzurro,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-azzurro | U2661G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-azzurro-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-1-150x150.jpeg,6,slip-calvin-klein-underwear-3-hip-brief-azzurro,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-azzurro | U2661G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-azzurro-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-2-150x150.jpeg,7,slip-calvin-klein-underwear-3-hip-brief-azzurro,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-azzurro | U2661G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-azzurro-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-3-150x150.jpeg,8,slip-calvin-klein-underwear-3-hip-brief-azzurro,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-azzurro | U2661G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-azzurro-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-4-150x150.jpeg,9,slip-calvin-klein-underwear-3-hip-brief-azzurro,,,,,,,,,,,,,,,,,,,,,,,
slip-calvin-klein-underwear-3-hip-brief-azzurro | U2661G,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/slip-calvin-klein-underwear-azzurro-slip-uomo-calvin-klein-underwear-3-hip-brief-u2661g-vita-bassa-intimo-nuovo-5-150x150.jpeg,10,slip-calvin-klein-underwear-3-hip-brief-azzurro,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-levi’s®-housemark-tee-blu | 17783,T-shirt Levi’s® HOUSEMARK TEE Blu,<p><strong>Modello: </strong>HOUSEMARK TEE</p><p><strong>Codice Articolo Levi’s®: </strong>17783</p><p><strong>Composizione:</strong> 100% Cotone</p>,Levi's®,,T-shirt maniche corte Uomo,male,False,Size,46,Color,Blu,17783-Blu,0,shopify,1,deny,manual,"€30,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-levis®-blu-housemark-tee-17783-1637578657-1.jpeg,1,t-shirt-levi’s®-housemark-tee-blu,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
t-shirt-levi’s®-housemark-tee-blu | 17783,,,,,,,,,54,,Blu,,0,,1,deny,manual,"€30,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-levis®-blu-housemark-tee-17783-1637578657-2.jpeg,2,t-shirt-levi’s®-housemark-tee-blu,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-levi’s®-housemark-tee-blu | 17783,,,,,,,,,52,,Blu,,0,,1,deny,manual,"€30,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-levis®-blu-housemark-tee-17783-1637578657-1-150x150.jpeg,3,t-shirt-levi’s®-housemark-tee-blu,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-levi’s®-housemark-tee-blu | 17783,,,,,,,,,44,,Blu,,0,,1,deny,manual,"€30,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-levis®-blu-housemark-tee-17783-1637578657-2-150x150.jpeg,4,t-shirt-levi’s®-housemark-tee-blu,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-levi’s®-housemark-tee-blu | 17783,,,,,,,,,48,,Blu,,0,,1,deny,manual,"€30,00",,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-levi’s®-housemark-tee-bianco | 17783,T-shirt Levi’s® HOUSEMARK TEE Bianco,<p><strong>Modello: </strong>HOUSEMARK TEE</p><p><strong>Codice Articolo Levi’s®: </strong>17783</p><p><strong>Composizione:</strong> 100% Cotone</p>,Levi's®,,T-shirt maniche corte Uomo,male,False,Size,46,Color,Bianco,17783-Bianco,0,shopify,1,deny,manual,"€30,00 21,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-levis®-bianco-housemark-tee-17783-1637578354-1.jpeg,1,t-shirt-levi’s®-housemark-tee-bianco,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
t-shirt-levi’s®-housemark-tee-bianco | 17783,,,,,,,,,54,,Bianco,,0,,1,deny,manual,"€30,00 21,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-levis®-bianco-housemark-tee-17783-1637578354-3.jpeg,2,t-shirt-levi’s®-housemark-tee-bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-levi’s®-housemark-tee-bianco | 17783,,,,,,,,,52,,Bianco,,0,,1,deny,manual,"€30,00 21,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-levis®-bianco-housemark-tee-17783-1637578354-2.jpeg,3,t-shirt-levi’s®-housemark-tee-bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-levi’s®-housemark-tee-bianco | 17783,,,,,,,,,44,,Bianco,,0,,1,deny,manual,"€30,00 21,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-levis®-bianco-housemark-tee-17783-1637578354-1-150x150.jpeg,4,t-shirt-levi’s®-housemark-tee-bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-levi’s®-housemark-tee-bianco | 17783,,,,,,,,,48,,Bianco,,0,,1,deny,manual,"€30,00 21,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-levis®-bianco-housemark-tee-17783-1637578354-3-150x150.jpeg,5,t-shirt-levi’s®-housemark-tee-bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-levi’s®-housemark-tee-bianco | 17783,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-levis®-bianco-housemark-tee-17783-1637578354-2-150x150.jpeg,6,t-shirt-levi’s®-housemark-tee-bianco,,,,,,,,,,,,,,,,,,,,,,,
