Handle,Title,Body (HTML),Vendor,Product Category,Type,Tag,Published,Option1 Name,Option1 Value,Option 2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Include / Japan,Include / International,Price / International,Compare At Price / International,Status
maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero | 12137190,Maglia Jack Jones JJEBASIC KNIT CREW NECK NOOS Nero,<p><strong>Modello: </strong>JJEBASIC KNIT CREW NECK NOOS</p><p><strong>Codice Articolo Jack Jones: </strong>12137190</p><p><strong>Composizione:</strong> 100% Cotone</p>,Jack Jones,,Maglie Uomo,male,False,Size,46,Color,Nero,12137190-Nero,0,shopify,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/maglie-jack-jones-nero-basic-knit-crew-neck-noos-12137190-1670328050-1.jpeg,1,maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero | 12137190,,,,,,,,,54,,Nero,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/maglie-jack-jones-nero-basic-knit-crew-neck-noos-12137190-1670328050-2-1000x1500.jpeg,2,maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero | 12137190,,,,,,,,,52,,Nero,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/maglie-jack-jones-nero-basic-knit-crew-neck-noos-12137190-1670328056-3.jpeg,3,maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero | 12137190,,,,,,,,,44,,Nero,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/maglie-jack-jones-nero-basic-knit-crew-neck-noos-12137190-1670328060-4.jpeg,4,maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero | 12137190,,,,,,,,,48,,Nero,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/maglie-jack-jones-nero-basic-knit-crew-neck-noos-12137190-1670328060-5.jpeg,5,maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero | 12137190,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/maglie-jack-jones-nero-basic-knit-crew-neck-noos-12137190-1670328050-1-150x150.jpeg,6,maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero | 12137190,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/maglie-jack-jones-nero-basic-knit-crew-neck-noos-12137190-1670328050-2-150x150.jpeg,7,maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero | 12137190,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/maglie-jack-jones-nero-basic-knit-crew-neck-noos-12137190-1670328056-3-150x150.jpeg,8,maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero | 12137190,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/maglie-jack-jones-nero-basic-knit-crew-neck-noos-12137190-1670328060-4-150x150.jpeg,9,maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero | 12137190,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/maglie-jack-jones-nero-basic-knit-crew-neck-noos-12137190-1670328060-5-150x150.jpeg,10,maglia-jack-jones-jjebasic-knit-crew-neck-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
